MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,8,69.30579531442663,8520,1,1,1,1,18,3,1,1,5,8,1923,1950,2,14,14,0,0.0,2,3,3,4,3,4,6,0.0,6,0.0,624.0,624.0,3,792,0,792,0.0,0.0,1,0,2,3,5,1,0,0,6,1963.0,3,1.0,287.0,3,3,1,0,0,81,0,0,3,0,2,2009,1,1,
70,8,69.30579531442663,9600,1,1,1,1,18,3,1,3,4,4,1910,1950,2,15,15,0,0.0,2,2,1,4,3,4,6,0.0,6,0.0,677.0,677.0,3,833,677,1510,0.0,0.0,2,0,3,2,7,1,0,0,6,1974.0,3,2.0,720.0,3,3,3,0,0,160,0,0,0,0,6,2009,1,1,
70,8,69.30579531442663,8400,1,1,2,1,18,1,1,3,6,7,1900,1950,2,14,4,0,0.0,3,3,1,4,2,3,6,0.0,6,0.0,917.0,917.0,2,1090,917,2007,0.0,0.0,2,0,3,1,8,1,0,0,6,1930.0,3,1.0,357.0,3,3,1,0,235,0,0,0,0,0,6,2009,1,1,
70,8,69.30579531442663,3600,1,1,1,1,18,3,1,3,6,7,1917,2007,2,14,14,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,624.0,624.0,1,664,624,1288,1.0,0.0,1,0,3,1,5,1,1,2,2,1917.0,3,1.0,280.0,3,3,3,0,103,0,0,0,0,0,5,2009,1,1,
30,9,69.30579531442663,3300,1,1,1,1,18,3,1,1,4,3,1910,1950,2,14,14,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,624.0,624.0,1,816,0,816,0.0,0.0,1,0,2,3,5,1,1,2,0,0,0,0.0,0.0,0,0,3,0,33,0,0,0,0,0,6,2009,1,1,
50,8,69.30579531442663,5400,1,1,1,1,18,3,1,2,6,6,1920,1950,2,9,9,0,0.0,4,3,1,3,3,4,6,0.0,6,0.0,972.0,972.0,1,1044,0,1480,0.0,0.0,1,0,3,3,6,1,0,0,6,1920.0,3,1.0,207.0,4,3,1,0,0,176,0,0,0,0,9,2009,8,5,
70,8,69.30579531442663,9720,1,1,1,1,18,3,1,3,6,7,1910,2002,2,9,9,0,0.0,3,3,3,3,3,4,6,0.0,6,0.0,741.0,741.0,1,780,741,1521,0.0,0.0,1,0,4,2,8,1,0,0,6,1950.0,3,3.0,640.0,3,3,1,0,0,238,0,0,2,0,9,2009,1,1,
30,9,69.30579531442663,9392,1,1,2,1,10,3,1,1,3,3,1900,1950,5,1,1,0,0.0,3,4,2,4,3,4,6,0.0,6,0.0,245.0,245.0,3,797,0,797,0.0,0.0,1,0,2,3,5,1,0,0,0,0,0,0.0,0.0,0,0,3,0,36,94,0,0,0,0,9,2009,1,2,
30,6,69.30579531442663,6615,1,1,1,1,4,3,1,1,6,6,1923,1950,2,9,9,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,1022.0,1022.0,3,1432,0,1432,0.0,0.0,1,0,3,2,6,1,1,2,4,1923.0,3,1.0,216.0,4,3,1,266,61,0,0,0,3,0,9,2009,1,1,
70,6,69.30579531442663,4960,1,1,1,1,4,5,1,2,5,7,1930,1982,2,17,16,0,0.0,3,3,2,3,3,4,6,0.0,6,0.0,297.0,297.0,1,1001,653,1654,0.0,0.0,2,0,3,3,7,1,1,2,6,1955.0,3,1.0,336.0,3,3,3,244,60,0,0,0,0,0,5,2009,1,1,
50,8,69.30579531442663,6000,1,1,2,1,4,3,1,2,5,5,1924,1950,2,14,14,2,444.0,3,3,1,3,3,4,4,220.0,6,0.0,248.0,468.0,2,822,320,1142,0.0,0.0,1,0,3,3,6,1,0,0,2,1924.0,1,1.0,320.0,3,3,1,0,0,98,0,0,0,0,6,2009,1,1,
30,8,69.30579531442663,6120,1,1,1,1,4,3,1,1,5,6,1925,1999,2,9,9,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,960.0,960.0,2,995,0,995,0.0,0.0,1,0,2,3,5,1,0,0,6,1926.0,3,1.0,264.0,3,3,1,0,15,51,0,0,2,0,3,2009,1,2,
50,8,69.30579531442663,6120,1,1,1,1,4,3,1,2,5,6,1938,1950,2,16,16,0,0.0,3,3,1,3,4,4,5,273.0,6,0.0,679.0,952.0,3,994,588,1582,0.0,0.0,2,0,3,3,6,1,1,2,6,1938.0,3,1.0,250.0,4,3,1,189,0,34,150,0,0,0,2,2009,1,1,
30,8,69.30579531442663,8635,1,1,1,1,4,3,1,1,5,5,1925,1950,4,16,16,0,0.0,3,4,1,3,3,4,5,134.0,6,0.0,938.0,1072.0,3,1072,0,1072,1.0,0.0,1,0,2,3,5,1,0,0,6,1982.0,3,5.0,1184.0,4,3,2,0,0,105,0,0,0,0,8,2009,1,1,
70,8,69.30579531442663,8094,1,1,1,1,18,3,1,3,6,6,1915,1950,2,9,9,0,0.0,3,3,3,3,3,4,6,0.0,6,0.0,1048.0,1048.0,2,1048,720,1768,0.0,0.0,2,0,3,3,8,1,0,0,6,1930.0,3,2.0,576.0,4,4,1,0,0,150,0,0,0,0,6,2009,1,1,
70,8,69.30579531442663,9928,1,1,1,1,18,3,1,3,7,8,1915,1994,2,16,16,0,0.0,3,2,1,3,3,4,6,0.0,6,0.0,672.0,672.0,4,1272,672,1944,0.0,0.0,2,0,3,3,8,3,0,0,6,1915.0,3,1.0,216.0,3,3,3,24,28,0,0,0,0,4,6,2009,1,1,
90,8,69.30579531442663,3000,1,2,1,1,18,3,3,3,5,1,1922,1950,4,9,9,0,0.0,3,3,1,3,4,4,6,0.0,6,0.0,1040.0,1040.0,3,1088,1040,2128,0.0,0.0,2,0,4,3,11,7,0,0,0,0,0,0.0,0.0,0,0,1,0,56,0,0,0,0,0,9,2009,1,2,
70,8,69.30579531442663,6876,1,1,1,1,10,3,1,3,6,5,1927,1950,2,11,11,0,0.0,3,3,2,3,4,4,3,522.0,6,0.0,198.0,720.0,4,1146,784,1930,1.0,0.0,2,0,4,3,8,1,0,0,2,1927.0,3,1.0,316.0,3,3,1,0,0,213,0,0,2,0,8,2009,1,1,
70,8,69.30579531442663,5775,3,2,2,2,18,2,1,3,6,7,1915,2002,2,16,16,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,483.0,483.0,1,741,686,1427,0.0,0.0,1,0,3,2,7,1,0,0,2,1915.0,3,1.0,379.0,3,3,1,0,24,112,0,0,0,0,2,2009,1,1,
190,8,69.30579531442663,5852,4,2,2,1,18,2,2,4,7,5,1902,2000,2,9,9,5,188.0,3,4,1,3,4,4,4,169.0,6,0.0,851.0,1020.0,3,978,886,1864,0.0,0.0,2,1,6,3,9,1,0,0,0,0,0,0.0,0.0,0,0,3,0,188,102,0,0,0,0,5,2009,1,1,
50,8,69.30579531442663,5160,1,1,2,1,10,3,1,2,6,6,1927,1950,2,9,9,0,0.0,3,4,1,3,3,4,6,0.0,6,0.0,1204.0,1204.0,3,1204,462,1666,0.0,0.0,1,0,3,3,4,1,0,0,6,1927.0,3,1.0,384.0,4,3,1,0,0,148,0,0,0,0,8,2009,1,1,
85,8,69.30579531442663,5160,1,1,1,1,10,3,1,5,4,6,1923,1950,4,9,9,0,0.0,3,2,3,2,4,2,3,749.0,4,63.0,46.0,858.0,3,892,0,892,1.0,0.0,1,0,1,2,5,3,0,0,0,0,0,0.0,0.0,0,0,3,0,0,105,0,160,0,0,7,2009,5,2,
190,8,69.30579531442663,10320,1,2,1,1,10,1,2,3,6,7,1915,1965,2,9,9,0,0.0,3,2,2,3,3,4,4,276.0,2,262.0,160.0,698.0,1,754,649,1403,1.0,0.0,1,1,3,3,7,1,0,0,6,1915.0,3,1.0,308.0,3,3,1,0,0,288,0,0,0,0,2,2009,1,1,
20,6,69.30579531442663,4280,2,1,1,1,20,3,1,1,4,9,1946,2001,2,9,9,0,0.0,3,2,2,4,3,4,6,0.0,6,0.0,560.0,560.0,1,704,0,704,0.0,1.0,1,0,2,4,4,1,0,0,5,1946.0,3,1.0,220.0,3,3,1,0,0,24,0,0,0,0,9,2009,1,1,
90,6,69.30579531442663,10800,1,1,1,1,8,3,3,1,5,5,1987,1988,2,11,11,0,0.0,3,2,2,2,2,1,1,1200.0,6,0.0,0.0,1200.0,3,1200,0,1200,3.0,0.0,3,0,3,3,5,1,0,0,0,0,0,0.0,0.0,0,0,1,120,0,0,0,0,0,0,3,2009,1,4,
90,6,69.30579531442663,10547,2,1,1,1,8,3,3,5,5,5,1978,1978,2,11,11,0,0.0,3,3,3,2,2,1,1,1152.0,6,0.0,0.0,1152.0,3,1152,0,1152,2.0,0.0,2,0,2,3,6,1,0,0,6,1960.0,3,1.0,252.0,3,4,3,0,0,0,0,0,0,0,7,2009,1,1,
50,6,69.30579531442663,9780,1,1,1,1,8,3,1,2,5,3,1934,1950,2,9,9,0,0.0,3,3,3,3,3,4,6,0.0,6,0.0,585.0,585.0,3,687,425,1112,1.0,0.0,2,0,4,3,6,1,0,0,6,1934.0,3,1.0,226.0,5,5,3,0,0,0,0,0,0,0,3,2009,1,1,
20,6,69.30579531442663,11625,1,1,1,1,20,3,1,1,5,6,1967,1967,4,7,7,2,172.0,3,3,2,3,3,4,3,527.0,6,0.0,525.0,1052.0,3,1052,0,1052,0.0,0.0,1,1,3,3,6,1,1,5,2,1984.0,1,1.0,668.0,3,3,1,0,215,0,0,0,0,0,4,2009,1,2,
85,6,69.30579531442663,8014,2,1,3,1,20,3,1,5,6,5,1978,1978,2,11,7,2,23.0,3,3,2,2,3,1,1,456.0,6,0.0,0.0,456.0,3,1034,0,1034,0.0,1.0,1,0,3,3,5,1,1,4,3,1978.0,1,2.0,504.0,3,3,1,0,0,0,0,0,0,0,6,2009,1,1,
80,6,69.30579531442663,15400,1,1,1,1,20,3,1,6,5,5,1961,1961,4,7,7,0,0.0,3,3,2,3,2,4,6,0.0,6,0.0,552.0,552.0,3,904,611,1774,0.0,0.0,2,0,4,3,8,1,1,3,2,1961.0,3,1.0,384.0,3,3,1,290,40,0,0,0,0,0,7,2009,1,1,
80,6,69.30579531442663,15312,1,1,1,1,20,3,1,6,6,5,1960,1960,4,16,16,2,54.0,3,3,2,3,3,2,3,588.0,6,0.0,550.0,1138.0,1,1138,0,1138,0.0,1.0,1,0,3,3,6,1,1,3,2,1960.0,2,2.0,480.0,3,3,1,0,0,0,0,140,2,0,3,2009,5,1,
80,6,69.30579531442663,15584,1,1,1,1,5,3,1,6,5,5,1956,1956,4,16,16,2,366.0,3,3,2,3,3,3,6,0.0,6,0.0,825.0,825.0,1,2071,0,2071,0.0,1.0,1,1,4,3,9,1,1,3,2,1956.0,3,1.0,336.0,3,3,1,131,28,0,0,0,0,0,10,2009,1,1,
20,6,69.30579531442663,9000,1,1,2,1,20,3,1,1,2,2,1947,1950,2,16,16,0,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,4,660,0,660,0.0,0.0,1,0,2,4,5,3,0,0,0,0,0,0.0,0.0,0,0,3,0,0,100,0,0,0,0,6,2009,1,1,
20,6,69.30579531442663,15635,2,1,3,1,8,3,1,1,4,5,1954,1954,2,15,15,0,0.0,3,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1383,0,1383,0.0,0.0,1,0,2,3,6,4,0,0,2,1980.0,3,2.0,498.0,4,3,1,0,0,90,0,110,0,0,10,2009,1,1,
20,6,69.30579531442663,9571,1,1,1,1,8,3,1,1,5,5,1956,1956,4,9,9,0,0.0,3,3,2,3,3,4,4,257.0,6,0.0,816.0,1073.0,3,1073,0,1073,1.0,0.0,1,0,2,3,5,1,0,0,2,1956.0,3,1.0,340.0,3,3,1,0,0,0,0,0,1,0,2,2009,1,1,
60,6,69.30579531442663,9350,1,2,1,1,8,3,1,3,6,7,1946,1950,4,9,9,0,0.0,3,3,2,3,3,4,3,342.0,6,0.0,405.0,747.0,1,892,747,1639,0.0,0.0,1,1,3,2,6,1,1,2,6,1946.0,3,1.0,240.0,3,3,1,0,50,0,0,0,0,0,7,2009,1,1,
20,6,69.30579531442663,7440,1,1,1,1,8,3,1,1,5,6,1954,1954,2,16,16,0,0.0,3,3,2,2,3,4,3,173.0,6,0.0,916.0,1089.0,3,1089,0,1089,1.0,0.0,1,0,3,3,5,1,1,2,6,1954.0,2,1.0,252.0,3,3,2,328,0,0,0,0,2,0,9,2009,1,1,
120,6,69.30579531442663,4235,1,1,1,1,8,3,4,1,5,5,1984,1984,2,7,7,2,149.0,2,3,2,2,3,3,1,552.0,2,393.0,104.0,1049.0,3,1049,0,1049,1.0,0.0,2,0,2,2,5,1,0,0,2,1984.0,1,1.0,266.0,3,3,1,0,105,0,0,0,0,0,2,2009,1,1,
80,6,69.30579531442663,10778,2,1,1,1,21,2,1,6,7,6,1990,1991,2,7,7,0,0.0,2,3,3,2,3,4,1,460.0,2,286.0,308.0,1054.0,2,1061,0,1061,1.0,0.0,1,1,1,2,4,1,0,0,2,1990.0,3,2.0,462.0,3,3,1,114,36,0,0,0,0,0,7,2009,1,1,
80,6,69.30579531442663,19255,2,1,1,1,21,3,1,6,6,5,1983,1983,2,16,16,2,100.0,2,3,2,2,3,2,4,70.0,1,450.0,0.0,520.0,2,1338,0,1338,0.0,0.0,1,1,2,2,5,3,1,5,2,1983.0,3,2.0,576.0,3,3,1,0,0,0,0,0,0,4,9,2009,1,1,
60,6,69.30579531442663,10560,1,1,2,1,21,3,1,3,7,5,1993,1994,2,15,15,0,0.0,2,2,3,2,2,4,1,474.0,6,0.0,605.0,1079.0,1,1079,800,1879,1.0,0.0,2,1,3,2,8,1,1,3,2,1993.0,2,2.0,473.0,3,3,1,400,100,144,0,0,2,0,8,2009,1,1,
70,6,69.30579531442663,26400,1,2,4,1,21,2,1,3,5,7,1880,2007,2,7,7,0,0.0,2,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,1288,728,2016,0.0,0.0,1,0,4,3,7,4,1,3,2,1900.0,3,2.0,576.0,3,3,2,0,0,0,0,0,0,0,6,2009,1,1,
90,6,69.30579531442663,7018,1,1,1,1,21,2,3,3,5,5,1979,1979,2,7,7,0,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1114,1114,2228,0.0,0.0,2,0,6,3,8,1,0,0,6,1979.0,3,2.0,720.0,3,3,1,73,0,0,0,0,0,0,6,2009,1,4,
90,6,69.30579531442663,7018,1,2,1,1,21,3,3,1,5,5,1979,1979,2,7,7,0,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1535,0,1535,0.0,0.0,2,0,4,3,8,1,0,0,2,1979.0,3,2.0,400.0,3,3,1,0,0,0,0,0,1,0,6,2009,1,4,
90,6,69.30579531442663,7040,1,1,1,1,21,2,3,5,5,5,1979,1979,2,11,11,2,216.0,3,3,2,2,3,2,1,1094.0,6,0.0,0.0,1094.0,3,1229,0,1229,2.0,0.0,0,2,2,2,6,1,2,3,6,1979.0,3,2.0,672.0,3,3,1,120,0,0,0,0,0,0,6,2009,1,4,
90,6,69.30579531442663,7007,1,2,1,1,21,3,3,1,5,5,1979,1979,2,7,7,0,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1513,0,1513,0.0,0.0,2,0,4,3,8,1,0,0,2,1979.0,3,2.0,400.0,3,3,1,0,0,0,0,0,0,0,6,2009,1,4,
90,6,69.30579531442663,11855,1,1,1,1,21,3,3,3,7,5,2000,2000,4,15,15,2,23.0,3,3,3,1,3,4,1,820.0,6,0.0,348.0,1168.0,1,1168,1619,2787,2.0,0.0,4,2,6,3,8,1,2,3,4,2000.0,1,4.0,820.0,3,3,1,312,0,0,0,0,0,0,10,2009,1,1,
90,6,69.30579531442663,7939,1,1,1,1,21,2,3,3,7,5,2000,2000,4,15,15,2,23.0,3,3,3,1,3,4,1,820.0,6,0.0,348.0,1168.0,1,1168,1619,2787,2.0,0.0,4,2,6,3,8,1,2,3,4,2000.0,1,4.0,820.0,3,3,1,312,0,0,0,0,0,0,10,2009,1,1,
90,6,69.30579531442663,7976,1,1,1,1,21,2,3,3,7,5,2000,2000,4,15,15,2,23.0,3,3,3,1,3,4,1,820.0,6,0.0,348.0,1168.0,1,1168,1619,2787,2.0,0.0,4,2,6,3,8,1,2,3,4,2000.0,1,4.0,820.0,3,3,1,312,0,0,0,0,0,0,10,2009,1,1,
20,6,69.30579531442663,10933,1,1,1,1,6,3,1,1,9,5,2009,2009,4,15,15,5,242.0,1,3,3,1,3,1,1,1021.0,6,0.0,534.0,1555.0,1,1680,0,1680,1.0,0.0,1,1,1,1,8,1,1,2,2,2009.0,1,3.0,1138.0,3,3,1,185,24,0,0,0,0,0,7,2009,4,6,
20,6,69.30579531442663,10816,2,1,1,1,6,3,1,1,9,5,2008,2008,2,15,15,5,364.0,1,3,3,1,3,1,1,1104.0,6,0.0,616.0,1720.0,1,1720,0,1720,1.0,0.0,2,0,3,1,8,1,1,2,2,2008.0,2,3.0,846.0,3,3,1,208,104,0,0,0,0,0,11,2009,1,1,
20,6,69.30579531442663,9178,1,1,1,1,6,3,1,1,8,5,2008,2008,2,15,15,0,0.0,2,3,3,2,3,2,6,0.0,6,0.0,1468.0,1468.0,1,1468,0,1468,0.0,0.0,2,0,3,2,6,1,1,2,2,2008.0,2,3.0,904.0,3,3,1,192,142,0,0,0,0,0,6,2009,1,1,
20,6,69.30579531442663,11422,2,1,1,1,6,3,1,1,8,5,2007,2008,4,15,15,5,352.0,2,3,3,1,3,2,1,1359.0,6,0.0,479.0,1838.0,1,1838,0,1838,1.0,0.0,2,0,3,2,7,1,2,2,2,2007.0,2,2.0,524.0,3,3,1,154,222,0,0,0,0,0,4,2009,1,1,
20,6,69.30579531442663,6762,1,1,1,1,6,3,1,1,7,5,2007,2007,2,15,15,0,0.0,2,3,3,2,3,2,1,902.0,6,0.0,380.0,1282.0,1,1290,0,1290,1.0,0.0,2,0,2,2,6,1,1,2,2,2007.0,2,2.0,662.0,3,3,1,168,0,0,0,0,0,0,5,2009,1,1,
20,6,69.30579531442663,10324,2,1,2,1,6,3,1,1,8,5,2008,2008,2,15,15,2,140.0,2,3,3,2,3,2,1,872.0,6,0.0,382.0,1254.0,1,1254,0,1254,1.0,0.0,2,0,2,2,5,1,0,0,2,2008.0,2,3.0,810.0,3,3,1,168,92,0,0,0,0,0,3,2009,1,1,
20,6,69.30579531442663,11645,1,1,1,1,6,3,1,1,8,5,2005,2006,2,15,15,5,76.0,2,3,3,1,3,1,1,24.0,6,0.0,1474.0,1498.0,1,1498,0,1498,0.0,0.0,2,0,3,2,7,1,1,2,2,2005.0,1,3.0,844.0,3,3,1,144,98,0,0,0,0,0,3,2009,1,1,
60,6,69.30579531442663,11646,2,1,1,1,6,3,1,3,6,5,2005,2006,2,15,15,0,0.0,2,3,3,2,3,2,6,0.0,6,0.0,704.0,704.0,1,704,718,1422,0.0,0.0,2,1,3,2,7,1,1,2,2,2005.0,1,2.0,440.0,3,3,1,36,28,0,0,0,0,0,7,2009,1,1,
60,6,69.30579531442663,16698,2,3,3,2,5,3,1,3,7,5,1992,1993,2,15,15,0,0.0,2,3,3,2,3,2,1,800.0,6,0.0,649.0,1449.0,2,944,815,1759,1.0,0.0,2,1,3,2,7,1,1,3,2,1992.0,3,2.0,525.0,3,3,1,150,193,0,0,0,0,0,6,2009,1,1,
20,6,69.30579531442663,9757,1,4,1,2,6,3,1,1,5,7,1994,1994,2,15,15,0,0.0,3,2,3,3,3,4,2,755.0,6,0.0,235.0,990.0,1,990,0,990,1.0,0.0,1,0,3,3,5,1,0,0,2,1995.0,2,1.0,440.0,3,3,1,66,0,0,0,92,0,0,10,2009,1,1,
20,6,69.30579531442663,14753,3,4,1,1,6,6,1,1,7,5,1998,1998,2,15,15,0,0.0,3,3,3,2,3,3,1,950.0,6,0.0,513.0,1463.0,1,1463,0,1463,1.0,0.0,2,0,3,3,5,1,0,0,2,1998.0,1,2.0,539.0,3,3,1,0,81,0,0,0,1,0,12,2009,1,1,
60,6,69.30579531442663,8750,1,1,1,1,6,3,1,3,6,5,1998,1998,2,15,15,2,120.0,3,3,3,2,3,4,1,606.0,6,0.0,322.0,928.0,1,928,844,1772,1.0,0.0,2,1,3,3,7,1,1,3,2,1998.0,2,2.0,492.0,3,3,1,150,96,0,0,0,0,0,4,2009,1,1,
20,6,69.30579531442663,10739,2,1,1,1,6,3,1,1,7,5,2002,2001,2,15,15,2,68.0,2,3,3,2,3,4,1,1259.0,6,0.0,172.0,1431.0,1,1444,0,1444,1.0,0.0,2,0,3,2,6,1,0,0,2,2002.0,2,2.0,577.0,3,3,1,144,40,0,0,0,0,0,4,2009,1,1,
20,6,69.30579531442663,11166,1,1,1,1,6,3,1,1,7,5,2001,2001,2,15,15,2,180.0,2,3,3,2,3,3,1,24.0,6,0.0,1468.0,1492.0,1,1492,0,1492,0.0,0.0,2,0,3,2,6,1,1,3,2,2001.0,2,2.0,608.0,3,3,1,0,114,0,0,168,0,0,7,2009,1,5,
20,6,69.30579531442663,16269,2,1,3,1,6,3,1,1,5,5,1978,1978,2,9,9,2,76.0,3,3,1,2,3,2,1,625.0,6,0.0,282.0,907.0,3,907,0,907,0.0,0.0,1,0,3,3,5,1,0,0,2,1978.0,3,1.0,343.0,3,3,1,72,0,0,0,0,2,0,7,2009,1,1,
20,6,69.30579531442663,6950,2,1,1,1,6,3,1,1,5,7,1979,1979,2,7,7,2,40.0,3,3,2,3,3,4,2,710.0,3,72.0,132.0,914.0,3,914,0,914,1.0,0.0,1,0,2,3,5,1,0,0,2,1979.0,3,2.0,444.0,3,3,1,0,0,0,0,0,0,0,10,2009,1,1,
20,6,69.30579531442663,11664,1,1,2,1,6,3,1,1,7,5,2002,2002,4,15,15,0,0.0,2,3,3,2,3,2,1,1234.0,6,0.0,335.0,1569.0,1,1611,0,1611,1.0,0.0,2,0,3,2,6,1,0,0,2,2002.0,2,3.0,1231.0,3,3,1,262,93,0,0,0,0,0,9,2009,1,1,
60,6,69.30579531442663,12334,2,1,1,1,6,3,1,3,8,5,2003,2003,2,15,15,2,198.0,2,3,3,2,3,2,6,0.0,6,0.0,1068.0,1068.0,1,1068,1116,2184,0.0,0.0,2,1,4,2,8,1,1,2,4,2003.0,2,2.0,570.0,3,3,1,192,132,0,0,0,0,0,6,2009,1,1,
60,6,69.30579531442663,8749,1,1,1,1,6,3,1,3,7,5,2002,2002,2,15,15,0,0,2,3,3,2,3,4,6,0.0,6,0.0,840.0,840.0,1,840,885,1725,0.0,0.0,2,1,3,2,6,1,0,0,2,2002.0,2,2.0,550.0,3,3,1,0,48,0,0,0,0,0,11,2009,1,1,
60,6,69.30579531442663,11250,1,1,2,1,6,3,1,3,7,5,2001,2001,2,15,15,0,0.0,2,3,3,2,3,4,6,0.0,6,0.0,944.0,944.0,1,944,926,1870,0.0,0.0,2,1,3,2,6,1,0,0,2,2001.0,2,2.0,608.0,3,3,1,256,43,0,0,0,0,0,5,2009,1,1,
20,6,69.30579531442663,15750,1,1,5,1,6,2,1,1,8,5,1999,2000,2,15,15,2,260.0,2,3,3,2,3,1,1,1246.0,6,0.0,216.0,1462.0,1,1513,0,1513,1.0,0.0,2,0,2,2,5,1,1,3,2,1999.0,1,2.0,521.0,3,3,1,135,34,0,0,0,0,0,6,2009,1,1,
20,6,69.30579531442663,12782,1,1,1,1,6,3,1,1,8,5,2002,2003,4,7,7,2,164.0,2,3,3,1,3,1,1,1360.0,6,0.0,462.0,1822.0,1,1828,0,1828,1.0,0.0,2,0,3,2,7,1,1,2,2,2002.0,1,2.0,523.0,3,3,1,194,144,0,0,0,0,0,6,2009,1,1,
20,6,69.30579531442663,8750,1,1,1,1,6,3,1,1,7,5,1997,1998,2,15,15,2,209.0,2,3,3,2,3,2,1,1111.0,6,0.0,306.0,1417.0,1,1417,0,1417,1.0,0.0,2,0,3,2,7,1,1,3,2,1997.0,3,2.0,511.0,3,3,1,60,0,0,0,117,0,0,8,2009,1,1,
20,6,69.30579531442663,10200,1,1,1,1,6,3,1,1,8,5,2007,2007,2,15,15,2,180.0,2,3,3,2,3,2,1,1478.0,6,0.0,100.0,1578.0,1,1602,0,1602,1.0,0.0,2,0,3,2,7,1,1,2,2,2007.0,2,3.0,810.0,3,3,1,0,48,0,0,195,0,0,1,2009,1,1,
60,6,69.30579531442663,11069,1,1,2,1,6,3,1,3,6,5,2007,2007,2,15,15,0,0.0,2,3,3,2,3,4,6,0.0,6,0.0,608.0,608.0,1,608,788,1396,0.0,0.0,2,1,3,2,6,1,1,2,4,2007.0,1,2.0,440.0,3,3,1,100,36,0,0,0,0,0,7,2009,1,1,
20,6,69.30579531442663,10682,1,1,1,1,8,3,1,1,4,6,1960,1971,2,7,7,0,0.0,3,3,2,3,3,4,1,399.0,6,0.0,615.0,1014.0,3,1149,0,1149,1.0,0.0,1,0,3,3,7,2,0,0,1,1968.0,1,1.0,544.0,3,3,1,0,240,0,0,0,2,0,7,2009,1,1,
180,8,69.30579531442663,3675,1,1,1,1,8,3,4,5,6,5,2005,2006,2,15,15,2,80.0,3,3,6,2,3,1,1,547.0,6,0.0,0.0,547.0,2,1072,0,1072,1.0,0.0,1,0,2,3,5,1,0,0,3,2005.0,1,2.0,525.0,3,3,1,0,28,0,0,0,0,0,4,2009,1,1,
20,6,69.30579531442663,6410,1,3,1,2,8,3,1,1,4,5,1959,1959,2,1,1,0,0.0,3,3,2,3,3,4,5,332.0,4,243.0,301.0,876.0,3,876,0,876,0.0,0.0,1,0,3,3,5,1,0,0,6,1959.0,3,1.0,320.0,3,3,1,0,0,0,0,0,2,0,3,2009,1,1,
20,6,69.30579531442663,11767,1,1,1,1,8,3,1,1,5,5,1950,1950,2,9,9,0,0.0,3,3,2,4,3,3,4,1078.0,6,0.0,0.0,1078.0,3,1368,0,1368,1.0,0.0,1,0,3,3,6,2,0,0,2,1950.0,2,1.0,195.0,3,3,1,0,41,211,0,0,0,4,6,2009,1,1,
90,6,69.30579531442663,10926,1,1,1,1,8,3,3,1,5,5,1959,1959,4,15,15,2,74.0,3,3,2,3,3,4,6,0.0,6,0.0,1678.0,1678.0,3,1678,0,1678,0.0,0.0,2,0,6,3,10,1,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,8,2009,1,1,
20,6,69.30579531442663,11767,1,1,1,1,8,3,1,1,5,5,1956,1956,4,7,7,2,259.0,3,3,2,3,3,4,4,546.0,6,0.0,604.0,1150.0,1,1560,0,1560,0.0,0.0,1,0,2,3,7,2,1,3,2,1956.0,3,1.0,313.0,3,3,1,0,0,0,0,0,0,0,5,2009,1,1,
50,6,69.30579531442663,8212,1,1,1,1,8,3,1,2,5,6,1941,1950,2,16,16,0,0.0,3,3,2,3,3,4,4,626.0,6,0.0,94.0,720.0,1,854,444,1298,0.0,0.0,1,0,3,3,6,1,2,2,6,1940.0,3,1.0,256.0,3,3,1,84,0,0,0,0,0,0,9,2009,1,1,
